issn_l_prefixed,issn_l,title,issns,publisher,subject,subject_top_three,subjects_all,subscribed,is_society_journal,usage,subscription_cost,ill_cost,cpu,cpu_rank,cost,instant_usage_percent,free_instant_usage_percent,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years_text,baseline_access_text,bronze_oa_embargo_months,downloads,citations,authorships,cpu_fuzzed,subscription_cost_fuzzed,subscription_minus_ill_cost_fuzzed,usage_fuzzed,downloads_fuzzed,citations_fuzzed,authorships_fuzzed
issn:0341-8162,0341-8162,CATENA,"['0341-8162', '1872-6887']",Elsevier BV,Geology,"Biology,Ecology,Geology","[[""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C95457728"",""History""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""]]",False,False,593,4727.8,143.1219,19.344062,141.0,143.1219,60.0479,60,4585,24,36,0,2,38,2016-2025,,,421,15.2,0.2,medium,medium,medium,low,low,medium,low
issn:0306-4565,0306-4565,Journal of Thermal Biology,"['0306-4565', '1879-0992']",Elsevier BV,Biology,"Biology,Internal medicine,Medicine","[[""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C15744967"",""Psychology""]]",False,False,556,3755.4,130.9125,19.400271,142.0,130.9125,66.4043,66,3624,28,39,0,2,32,2016-2025,,,458,7.8,0.2,medium,medium,medium,low,low,medium,medium
issn:0268-4012,0268-4012,International Journal of Information Management,"['0268-4012', '1873-4707']",Elsevier BV,Computer science,"Business,Computer science,Political science","[[""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C144133560"",""Business""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C205649164"",""Geography""]]",False,False,403,3040.0,110.4857,19.866526,143.0,110.4857,63.3814,63,2930,36,28,0,2,35,2016-2025,,,355,4.8,0.0,medium,low,low,low,low,low,low
issn:1871-1413,1871-1413,Livestock Science,"['1871-1413', '1878-0490']",Elsevier BV,Biology,"Animal science,Biology,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""]]",False,False,1055,6055.8,191.6149,19.866575,144.0,191.6149,72.0276,72,5864,34,38,0,1,27,2016-2025,,,806,15.0,1.0,medium,medium,medium,medium,medium,medium,high
issn:0957-4174,0957-4174,Expert Systems with Applications,"['0957-4174', '1873-6793']",Elsevier BV,Computer science,"Artificial intelligence,Computer science,Mathematics","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C138885662"",""Philosophy""], [""C121332964"",""Physics""], [""C162324750"",""Economics""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""], [""C205649164"",""Geography""], [""C144133560"",""Business""], [""C17744445"",""Political science""]]",False,False,1034,9720.6,306.9318,20.175679,145.0,306.9318,54.8923,55,9414,17,38,0,2,43,2016-2025,,,801,15.4,0.8,medium,high,high,medium,medium,medium,high
issn:0378-7788,0378-7788,Energy and Buildings,"['0378-7788', '1872-6178']",Elsevier BV,Engineering,"Engineering,Physics,Thermodynamics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C162324750"",""Economics""], [""C192562407"",""Materials science""], [""C95457728"",""History""]]",False,False,1215,6351.2,176.5994,20.285382,146.0,176.5994,74.9406,75,6175,37,38,0,1,24,2016-2025,,,829,30.6,0.8,medium,medium,medium,high,medium,high,high
issn:0263-8762,0263-8762,Chemical Engineering Research and Design,"['1744-3563', '0263-8762']",Elsevier BV,Engineering,"Chemistry,Engineering,Physics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C39432304"",""Environmental science""]]",False,True,479,4375.4,156.4838,20.624945,147.0,156.4838,57.2906,57,4219,3,55,0,2,41,2016-2025,,,431,2.8,0.2,medium,medium,medium,low,low,low,medium
issn:0013-4686,0013-4686,Electrochimica acta,"['0013-4686', '1873-3859']",,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,True,2318,16530.8,603.0759,20.629248,148.0,603.0759,66.6891,67,15928,18,48,0,2,32,2016-2025,,,2130,14.8,0.4,medium,high,high,high,high,medium,medium
issn:0167-8809,0167-8809,Agriculture Ecosystems & Environment,"['0167-8809', '1873-2305']",Elsevier BV,Biology,"Biology,Ecology,Environmental science","[[""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C95457728"",""History""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C71924100"",""Medicine""]]",False,False,2009,7700.4,221.6611,20.846801,149.0,221.6611,82.1427,82,7479,44,38,0,1,17,2016-2025,,,1460,39.0,1.6,medium,high,high,high,high,high,high
issn:0045-7930,0045-7930,Computers & Fluids,"['0045-7930', '1879-0747']",Elsevier BV,Physics,"Mathematics,Physics,Thermodynamics","[[""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""]]",False,False,692,6374.8,189.3083,20.889808,150.0,189.3083,57.1843,57,6185,22,35,0,2,41,2016-2025,,,520,13.2,0.4,medium,medium,medium,medium,medium,medium,medium
issn:0963-8695,0963-8695,NDT & E International,"['0963-8695', '1879-1174']",Elsevier BV,Engineering,"Engineering,Materials science,Physics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C33923547"",""Mathematics""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""]]",False,False,414,2729.8,72.1171,21.108342,151.0,72.1171,69.5967,70,2658,29,40,0,2,29,2016-2025,,,279,5.6,0.8,medium,low,low,low,low,low,high
issn:0749-5978,0749-5978,Organizational Behavior and Human Decision Processes,"['0749-5978', '1095-9920']",Elsevier BV,Psychology,"Computer science,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C41008148"",""Computer science""], [""C162324750"",""Economics""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C17744445"",""Political science""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C144024400"",""Sociology""], [""C71924100"",""Medicine""], [""C144133560"",""Business""]]",False,False,750,3349.6,118.5582,21.331244,152.0,118.5582,79.7949,80,3231,27,53,0,1,19,2016-2025,,,690,6.0,0.0,medium,low,low,medium,medium,low,low
issn:0169-5347,0169-5347,Trends in Ecology & Evolution,"['0169-5347', '1872-8383']",Elsevier BV,Biology,"Biology,Ecology,Geography","[[""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""]]",False,False,1096,4701.8,127.4076,21.822355,153.0,127.4076,80.8808,81,4574,39,42,0,1,18,2016-2025,,,784,27.4,0.4,medium,medium,medium,high,medium,high,medium
issn:0144-8617,0144-8617,Carbohydrate Polymers,"['0144-8617', '1879-1344']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""]]",False,False,1199,10883.8,331.948,21.840775,154.0,331.948,59.7153,60,10552,14,46,0,2,38,2016-2025,,,969,21.0,0.2,medium,high,high,high,high,high,medium
issn:0045-7825,0045-7825,Computer Methods in Applied Mechanics and Engineering,"['0045-7825', '1879-2138']",Elsevier BV,Mathematics,"Engineering,Mathematics,Physics","[[""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C205649164"",""Geography""]]",False,False,1439,8069.8,198.3005,21.93958,155.0,198.3005,75.0621,75,7871,34,42,0,1,24,2016-2025,,,936,42.4,0.8,medium,high,high,high,high,high,high
issn:0958-1669,0958-1669,Current Opinion in Biotechnology,"['0958-1669', '1879-0429']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""]]",False,False,1001,5500.4,157.1277,22.066668,156.0,157.1277,75.8044,76,5343,49,26,0,1,23,2016-2025,,,764,9.8,1.4,medium,medium,medium,medium,medium,medium,high
issn:0165-0327,0165-0327,Journal of Affective Disorders,"['0165-0327', '1573-2517']",Elsevier BV,Psychology,"Medicine,Psychiatry,Psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C144024400"",""Sociology""], [""C185592680"",""Chemistry""]]",False,True,1351,11395.2,395.6714,22.58105,157.0,395.6714,63.9493,64,11000,29,35,0,2,34,2016-2025,,,1291,4.0,0.2,medium,high,high,high,high,low,medium
issn:0022-2836,0022-2836,Journal of Molecular Biology/Journal of molecular biology,"['0022-2836', '1089-8638']",,Chemistry,"Biochemistry,Biology,Chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""]]",False,False,1763,6453.0,182.2252,22.662011,158.0,182.2252,84.3072,84,6271,46,39,0,1,15,2016-2025,,,1366,29.8,1.0,medium,medium,medium,high,high,high,high
issn:0304-4076,0304-4076,Journal of Econometrics,"['0304-4076', '1872-6895']",Elsevier BV,Mathematics,"Econometrics,Economics,Mathematics","[[""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C41008148"",""Computer science""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C144133560"",""Business""], [""C127413603"",""Engineering""]]",False,False,733,5964.2,183.7315,22.745462,159.0,183.7315,65.3492,65,5780,17,48,0,2,33,2016-2025,,,624,7.0,0.4,medium,medium,medium,medium,medium,low,medium
issn:1364-8152,1364-8152,Environmental Modelling & Software,"['1364-8152', '1873-6726']",Elsevier BV,Computer science,"Biology,Computer science,Engineering","[[""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C185592680"",""Chemistry""], [""C95457728"",""History""], [""C138885662"",""Philosophy""]]",False,False,825,3889.4,122.3381,22.759462,160.0,122.3381,79.9379,80,3767,51,29,0,1,19,2016-2025,,,717,8.8,0.2,medium,medium,medium,medium,medium,medium,medium
issn:0022-3697,0022-3697,Journal of Physics and Chemistry of Solids,"['0022-3697', '1879-2553']",Elsevier BV,Physics,"Chemistry,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,606,5851.4,166.8374,22.85438,161.0,166.8374,58.9574,59,5685,8,51,0,2,39,2016-2025,,,478,8.8,0.4,medium,medium,medium,medium,low,medium,medium
issn:0167-577X,0167-577X,Materials letters,"['0167-577X', '1873-4979']",,Materials science,"Chemistry,Materials science,Physics","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,948,10386.6,320.4718,22.924909,162.0,320.4718,53.6638,54,10066,9,44,0,2,44,2016-2025,,,814,9.4,0.4,medium,high,high,medium,medium,medium,medium
issn:1046-2023,1046-2023,Methods,"['1046-2023', '1095-9130']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""]]",False,False,461,2507.6,76.7854,23.189105,163.0,76.7854,77.2525,77,2431,36,41,0,1,22,2016-2025,,,397,6.4,0.0,medium,low,low,low,low,low,low
issn:0021-9517,0021-9517,Journal of Catalysis,"['0021-9517', '1090-2694']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""]]",False,False,1656,12491.4,346.3523,23.337954,164.0,346.3523,68.5721,69,12145,22,47,0,2,30,2016-2025,,,1297,32.0,0.4,medium,high,high,high,high,high,medium
issn:1471-4922,1471-4922,Trends in Parasitology,"['1471-4922', '1471-5007']",Elsevier BV,Biology,"Biology,Immunology,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""]]",False,False,460,3508.4,106.8766,23.430052,165.0,106.8766,68.4644,68,3402,37,31,0,2,30,2016-2025,,,399,4.2,0.2,medium,medium,medium,low,low,low,medium
issn:1359-4311,1359-4311,Applied Thermal Engineering,"['1359-4311', '1873-5606']",Elsevier BV,Engineering,"Engineering,Physics,Thermodynamics","[[""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""]]",False,False,831,7986.0,251.8514,23.781159,166.0,251.8514,60.8835,61,7734,18,43,0,2,37,2016-2025,,,757,5.4,0.2,medium,high,high,medium,medium,low,medium
issn:0261-2194,0261-2194,Crop Protection,"['0261-2194', '1873-6904']",Elsevier BV,Biology,"Agronomy,Biology,Botany","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C205649164"",""Geography""], [""C144133560"",""Business""], [""C121332964"",""Physics""], [""C95457728"",""History""]]",False,True,604,4937.4,143.6121,24.159274,167.0,143.6121,67.1714,67,4794,24,43,0,2,31,2016-2025,,,515,7.0,0.2,medium,medium,medium,low,medium,low,medium
issn:0950-3293,0950-3293,Food Quality and Preference,"['0950-3293', '1873-6343']",Elsevier BV,Psychology,"Biology,Chemistry,Psychology","[[""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""], [""C71924100"",""Medicine""], [""C144133560"",""Business""], [""C121332964"",""Physics""], [""C162324750"",""Economics""], [""C144024400"",""Sociology""], [""C142362112"",""Art""]]",False,True,591,3431.6,98.8867,24.395833,168.0,98.8867,76.889,77,3333,50,27,0,1,22,2016-2025,,,503,4.8,0.4,medium,medium,medium,low,medium,low,medium
issn:2213-6657,2213-6657,Analytic Methods in Accident Research,"['2213-6657', '2213-6665']",Elsevier BV,Computer science,"Computer science,Mathematics,Medicine","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C162324750"",""Economics""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C95457728"",""History""]]",False,False,60,640.8,20.8518,24.456264,169.0,20.8518,57.7494,58,620,31,27,0,2,40,2016-2025,,,58,0.2,0.0,medium,low,low,low,low,low,low
issn:0925-8574,0925-8574,Ecological Engineering,"['0925-8574', '1872-6992']",Elsevier BV,Biology,"Biology,Ecology,Environmental science","[[""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C95457728"",""History""], [""C71924100"",""Medicine""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""]]",False,False,617,3425.4,89.463,24.526637,170.0,89.463,77.9432,78,3336,31,47,0,1,21,2016-2025,,,477,14.0,0.0,medium,low,medium,medium,low,medium,low
issn:2214-5745,2214-5745,Current Opinion in Insect Science,"['2214-5745', '2214-5753']",Elsevier BV,Biology,"Biology,Botany,Ecology","[[""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""]]",False,False,360,3341.0,73.2241,24.557162,171.0,73.2241,63.0353,63,3268,36,27,0,2,35,2016-2025,,,233,6.8,0.6,medium,low,low,low,low,low,high
issn:0167-6105,0167-6105,Journal of Wind Engineering and Industrial Aerodynamics,"['0167-6105', '1872-8197']",Elsevier BV,Engineering,"Engineering,Geography,Physics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C192562407"",""Materials science""], [""C95457728"",""History""]]",False,True,880,7545.4,138.4168,24.571351,172.0,138.4168,65.7479,66,7407,25,41,0,2,33,2016-2025,,,475,32.6,0.8,medium,high,high,medium,low,high,high
issn:0003-2670,0003-2670,Analytica chimica acta,"['0003-2670', '1873-4324']",,Chemistry,"Chemistry,Organic chemistry,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""]]",False,False,2233,20518.0,556.0065,25.219259,173.0,556.0065,64.549,65,19962,18,46,0,2,34,2016-2025,,,1845,18.8,2.0,medium,high,high,high,high,high,high
issn:1879-3096,1879-3096,Trends in biotechnology,"['1879-3096', '0167-7799', '0167-9430']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""]]",False,False,611,3581.8,102.5653,25.358746,174.0,102.5653,77.5265,78,3479,35,42,0,1,21,2016-2025,,,537,7.4,0.0,medium,medium,medium,medium,medium,medium,low
issn:0734-9750,0734-9750,Biotechnology Advances,"['0734-9750', '1873-1899']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""]]",False,False,642,4356.8,116.0331,25.688032,175.0,116.0331,74.3043,74,4241,34,40,0,1,24,2016-2025,,,531,7.2,0.4,medium,medium,medium,medium,medium,low,medium
issn:0272-4944,0272-4944,Journal of Environmental Psychology,"['0272-4944', '1522-9610']",Elsevier BV,Psychology,"Biology,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C95457728"",""History""]]",False,True,635,1552.6,45.4753,25.84701,176.0,45.4753,90.818,91,1507,64,27,0,0,9,2016-2025,,,571,6.4,0.0,medium,low,low,medium,medium,low,low
issn:0165-2370,0165-2370,Journal of Analytical and Applied Pyrolysis,"['0165-2370', '1873-250X']",Elsevier BV,Chemistry,"Chemistry,Engineering,Organic chemistry","[[""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C95457728"",""History""], [""C39432304"",""Environmental science""]]",False,False,715,6076.8,149.6561,26.152068,177.0,149.6561,68.3016,68,5927,27,41,0,2,30,2016-2025,,,555,14.0,0.2,medium,medium,medium,medium,medium,medium,medium
issn:0022-1694,0022-1694,Journal of Hydrology,"['0022-1694', '1879-2707']",Elsevier BV,Geology,"Engineering,Environmental science,Geology","[[""C127313418"",""Geology""], [""C127413603"",""Engineering""], [""C39432304"",""Environmental science""], [""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C95457728"",""History""], [""C185592680"",""Chemistry""]]",False,False,1917,17116.0,394.8752,26.160058,178.0,394.8752,66.651,67,16721,27,40,0,2,32,2016-2025,,,1393,34.4,1.8,medium,high,high,high,high,high,high
issn:0965-1748,0965-1748,Insect Biochemistry and Molecular Biology,"['0965-1748', '1879-0240']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C121332964"",""Physics""]]",False,False,530,4969.2,98.2402,26.389755,179.0,98.2402,65.1897,65,4871,25,40,0,2,33,2016-2025,,,332,20.0,0.0,medium,medium,medium,low,low,high,low
issn:0899-9007,0899-9007,Nutrition,"['0899-9007', '1873-1244']",Elsevier BV,Medicine,"Biology,Internal medicine,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C33923547"",""Mathematics""]]",False,False,325,2610.6,75.1705,26.559028,180.0,75.1705,70.6491,71,2535,28,42,0,1,28,2016-2025,,,301,2.4,0.0,medium,low,low,low,low,low,low
issn:0308-521X,0308-521X,Agricultural Systems,"['0308-521X', '1873-2267']",Elsevier BV,Biology,"Biology,Ecology,Geography","[[""C86803240"",""Biology""], [""C205649164"",""Geography""], [""C162324750"",""Economics""], [""C39432304"",""Environmental science""], [""C95457728"",""History""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C144133560"",""Business""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C121332964"",""Physics""], [""C17744445"",""Political science""], [""C185592680"",""Chemistry""]]",False,False,1182,6730.4,153.0978,26.67265,181.0,153.0978,79.1441,79,6577,61,18,0,1,20,2016-2025,,,864,20.0,1.2,medium,medium,medium,high,medium,high,high
issn:0160-7383,0160-7383,Annals of Tourism Research,"['0160-7383', '1873-7722']",Elsevier BV,Political science,"Geography,History,Political science","[[""C17744445"",""Political science""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C144024400"",""Sociology""], [""C144133560"",""Business""], [""C162324750"",""Economics""], [""C138885662"",""Philosophy""], [""C142362112"",""Art""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C15744967"",""Psychology""]]",False,False,381,2917.0,73.4677,26.714182,182.0,73.4677,72.0769,72,2844,34,38,0,1,27,2016-2025,,,310,7.2,0.0,medium,low,low,low,low,medium,low
issn:0034-4257,0034-4257,Remote Sensing of Environment,"['0034-4257', '1879-0704']",Elsevier BV,Geology,"Geography,Geology,Remote sensing","[[""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C39432304"",""Environmental science""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C95457728"",""History""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""]]",False,False,1977,9154.0,188.641,26.734294,183.0,188.641,83.0394,83,8965,55,28,0,1,16,2016-2025,,,1309,59.0,0.8,medium,high,high,high,high,high,high
issn:0022-1031,0022-1031,Journal of Experimental Social Psychology,"['0022-1031', '1096-0465']",Elsevier BV,Psychology,"Philosophy,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C71924100"",""Medicine""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,True,681,3264.4,85.1291,26.746793,184.0,85.1291,82.5365,83,3179,32,51,0,1,17,2016-2025,,,573,10.8,0.0,medium,low,low,medium,medium,medium,low
issn:0168-9525,0168-9525,Trends in Genetics,"['0168-9525', '1362-4555']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""]]",False,False,555,4188.0,94.1515,26.759023,185.0,94.1515,72.4226,72,4094,38,35,0,1,26,2016-2025,,,402,15.4,0.0,medium,medium,medium,low,low,high,low
issn:0929-1393,0929-1393,Applied Soil Ecology,"['0929-1393', '1873-0272']",Elsevier BV,Biology,"Biology,Ecology,Geology","[[""C39432304"",""Environmental science""], [""C185592680"",""Chemistry""], [""C205649164"",""Geography""], [""C121332964"",""Physics""], [""C95457728"",""History""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,565,4086.2,94.0823,27.018648,186.0,94.0823,73.827,74,3992,34,40,0,1,25,2016-2025,,,423,10.2,0.4,medium,medium,medium,low,low,medium,medium
issn:0921-4526,0921-4526,"Physica. B, Condensed matter","['0921-4526', '1873-2135']",,Physics,"Materials science,Physics,Quantum mechanics","[[""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""]]",False,False,791,8433.6,220.0379,27.722594,187.0,220.0379,62.5389,63,8214,9,54,0,2,36,2016-2025,,,691,8.0,0.2,medium,high,high,medium,medium,medium,medium
